DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
CITGO GAS,,Risk 3 (Low),60632,5/9/2014,License,41.80113422,-87.69189823,"(41.801134224007924, -87.69189822554998)",Pass
"SHOP RITE FOOD MART, INC",Grocery Store,Risk 2 (Medium),60644,5/9/2014,Canvass,41.88247687,-87.75519503,"(41.88247686749819, -87.75519503000112)",Pass
Old Town Pizza Pub,Restaurant,Risk 1 (High),60610,5/9/2014,Canvass Re-Inspection,41.90690784,-87.63443525,"(41.90690784023917, -87.63443524753508)",Pass
ARMANDO'S,Restaurant,Risk 1 (High),60634,5/9/2014,Canvass,41.95253693,-87.81245044,"(41.952536926602434, -87.81245043540403)",Out of Business
LA PETITE PASTRY INC,Restaurant,Risk 2 (Medium),60638,5/9/2014,Canvass,41.77815325,-87.76220727,"(41.77815325152719, -87.7622072724261)",Pass
BIG MIKES GYROS 2,Restaurant,Risk 2 (Medium),60616,5/9/2014,Complaint,41.85382723,-87.62695799,"(41.8538272308785, -87.62695799487781)",Pass
DURANGO BAKERY INC.,Bakery,Risk 2 (Medium),60625,5/9/2014,Canvass,41.96846146,-87.71803965,"(41.968461460813835, -87.71803965491993)",Out of Business
WINDY CITY LIQUOR,Grocery Store,Risk 3 (Low),60625,5/9/2014,Canvass,41.97230888,-87.67914624,"(41.97230887891264, -87.67914623513754)",Fail
DEARBORN MARKETPLACE,,Risk 3 (Low),60608,5/9/2014,Canvass,41.846991,-87.67555861,"(41.84699099769368, -87.67555861123635)",Out of Business
"HOLLYWOOD FOOD MARKET, INC.",Restaurant,Risk 1 (High),60619,5/9/2014,Canvass,41.75131458,-87.60977387,"(41.75131457721044, -87.6097738741829)",Pass
EAT-N-RUN CHICKEN & FISH,Restaurant,Risk 1 (High),60620,5/9/2014,License,41.74390337,-87.66312882,"(41.743903369579925, -87.6631288234479)",Pass
TERRY & BOB'S FAST FOOD & SOUL FOOD,Restaurant,Risk 1 (High),60609,5/9/2014,Canvass,41.80135826,-87.6552032,"(41.80135826427211, -87.65520319734787)",Out of Business
YURI'S TAQUERIA,Restaurant,Risk 2 (Medium),60612,5/9/2014,Canvass,41.87349155,-87.70115111,"(41.873491553288396, -87.70115111055762)",Fail
LA PENA RESTAURANTE,Restaurant,Risk 1 (High),60641,5/9/2014,Canvass,41.9573322,-87.75179742,"(41.95733219749337, -87.75179741856313)",Pass
FAST SUPER BURITTO,Restaurant,Risk 1 (High),60613,5/9/2014,Canvass,41.95428476,-87.67735575,"(41.95428475504034, -87.6773557509826)",Pass
"DURANGO BAKERY 1, INC.",Bakery,Risk 2 (Medium),60625,5/9/2014,License,41.96846146,-87.71803965,"(41.968461460813835, -87.71803965491993)",Pass
Hands On Inc,Restaurant,Risk 1 (High),60634,5/9/2014,Canvass,41.94521291,-87.8040017,"(41.94521290854801, -87.80400170314375)",Fail
AMERICAN JUNKIE,Restaurant,Risk 1 (High),60654,5/9/2014,Canvass,41.89074352,-87.62867006,"(41.890743519442395, -87.62867006019057)",Fail
M&M FAST FOOD CARRY OUT,Restaurant,Risk 1 (High),60609,5/9/2014,License,41.80135826,-87.6552032,"(41.80135826427211, -87.65520319734787)",Pass
DEARBORN MARKETPLACE INC.,Grocery Store,Risk 3 (Low),60608,5/9/2014,License,41.846991,-87.67555861,"(41.84699099769368, -87.67555861123635)",Pass
J & J FISH,Restaurant,Risk 2 (Medium),60612,5/9/2014,Canvass,41.87548423,-87.7058221,"(41.875484228979744, -87.70582210007383)",Pass
THE TASTY BEEF AND MORE,Restaurant,Risk 1 (High),60621,5/9/2014,Canvass,41.76000277,-87.6444275,"(41.76000277235905, -87.64442750483087)",Fail
WADE'S CHICKEN  INC.,Restaurant,Risk 2 (Medium),60649,5/9/2014,Complaint Re-Inspection,41.75887879,-87.56631047,"(41.75887878840544, -87.56631046987403)",Pass w/ Conditions
GBD CAKES AND SWEETS,Restaurant,Risk 1 (High),60647,5/9/2014,License,41.91867708,-87.68729897,"(41.918677083444614, -87.68729897134111)",Pass
MARATHON,Grocery Store,Risk 3 (Low),60651,5/9/2014,License Re-Inspection,41.89478944,-87.75954728,"(41.894789438599936, -87.75954728056242)",Pass
CITGO GAS,Grocery Store,Risk 3 (Low),60632,5/9/2014,License,41.80113422,-87.69189823,"(41.801134224007924, -87.69189822554998)",Pass
KUNGFU TEA,Restaurant,Risk 2 (Medium),60616,5/9/2014,License,41.85388764,-87.63297016,"(41.85388763911751, -87.6329701585942)",Pass
NOODLES & COMPANY,Restaurant,Risk 1 (High),60606,5/9/2014,Canvass,41.88190275,-87.63516406,"(41.88190275050587, -87.6351640597954)",Pass
LEMONS ENTERPRISES INC.,Restaurant,Risk 1 (High),60619,5/9/2014,Short Form Complaint,41.75825081,-87.61779767,"(41.7582508065721, -87.61779767256007)",Pass
ARTISTS CAFE,Restaurant,Risk 1 (High),60605,5/9/2014,Canvass,41.86775147,-87.62597953,"(41.86775146722659, -87.62597953025887)",Pass
CAFE SUSHI-WELLS,Restaurant,Risk 1 (High),60610,5/9/2014,Canvass Re-Inspection,41.90692621,-87.63472978,"(41.906926209071756, -87.63472978194264)",Pass w/ Conditions
LA LUCE,Restaurant,Risk 1 (High),60607,5/9/2014,Canvass Re-Inspection,41.88530742,-87.66233715,"(41.88530742371421, -87.66233714825695)",Pass w/ Conditions
Franklin Magnet,School,Risk 1 (High),60610,5/9/2014,Canvass Re-Inspection,41.90657253,-87.6355136,"(41.906572532817, -87.63551359944138)",Pass
SPRINGFIELD FOOD & MEAT MARKET,Grocery Store,Risk 2 (Medium),60624,5/9/2014,License,41.88064903,-87.72312472,"(41.88064902986778, -87.72312472411751)",Pass
CARRIBEAN COVE RESTAURANT,Restaurant,Risk 1 (High),60619,5/9/2014,Complaint Re-Inspection,41.74863,-87.61504931,"(41.74863000171703, -87.61504931073618)",Fail
Hancock (H/S),School,Risk 1 (High),60629,5/9/2014,Canvass,41.79149114,-87.72449161,"(41.79149113615484, -87.72449160823318)",Pass
HARRY'S CAFE @ WMS GAMING,Restaurant,Risk 1 (High),60618,5/9/2014,Complaint Re-Inspection,41.94290894,-87.69641884,"(41.942908937459336, -87.6964188426453)",Pass w/ Conditions
Clay,School,Risk 1 (High),60633,5/9/2014,Canvass,41.65455937,-87.544577,"(41.654559368362314, -87.54457700292264)",Pass
ROSDED  RESTAURANT,Restaurant,Risk 1 (High),60625,5/9/2014,Canvass Re-Inspection,41.96682443,-87.68789284,"(41.96682443406701, -87.68789283801166)",Pass
Taqueria El Jardin,Grocery Store,Risk 1 (High),60622,5/9/2014,Canvass,41.89425993,-87.65975041,"(41.89425992627212, -87.65975041373243)",Pass
PARKER ELEMENTARY,School,Risk 1 (High),60621,5/9/2014,Canvass,41.77079606,-87.6353099,"(41.77079606406855, -87.63530989669724)",Pass
BUFFALO WINGS AND RINGS,Restaurant,Risk 1 (High),60608,5/9/2014,Complaint,41.8317244,-87.64627639,"(41.831724396177286, -87.6462763924342)",Fail
KOWLOON  RESTAURANT,Restaurant,Risk 1 (High),60634,5/9/2014,Canvass,41.952538,-87.81236682,"(41.952537997839364, -87.8123668170027)",Fail
GRAHAM TRAINING CENTER,School,Risk 1 (High),60616,5/9/2014,Canvass,41.84969736,-87.6252787,"(41.849697363156935, -87.62527870032767)",Pass
ST. BEDE THE VENERABLE,School,Risk 1 (High),60652,5/9/2014,Canvass,41.74209055,-87.7330137,"(41.74209054760065, -87.73301370246742)",Pass
NATHANIEL POPE ELEMENTARY,School,Risk 1 (High),60623,5/9/2014,Canvass,41.85570712,-87.70299144,"(41.85570711701114, -87.70299144268263)",Out of Business
CURTIS ELEMENTARY MODULAR,School,Risk 1 (High),60628,5/9/2014,Canvass Re-Inspection,41.68544575,-87.62166148,"(41.68544574589458, -87.62166147911621)",Pass
COCO BONGO NEVERIA CORP.,Restaurant,Risk 2 (Medium),60639,5/9/2014,Canvass,41.90970245,-87.73180042,"(41.9097024526396, -87.7318004215545)",Pass w/ Conditions
SACRED HEART SCHOOL,School,Risk 2 (Medium),60617,5/9/2014,Canvass,41.72102145,-87.55348266,"(41.72102145070502, -87.55348266060378)",Fail
POTBELLY SANDWICH WORKS # 114,Restaurant,Risk 1 (High),60625,5/9/2014,Canvass,41.96685269,-87.6873091,"(41.96685268567701, -87.68730910211042)",Fail
GOSU,Restaurant,Risk 1 (High),60647,5/9/2014,Canvass,41.92706664,-87.69732984,"(41.92706664376851, -87.69732984409596)",No Entry
LINKIN HOUSE,Restaurant,Risk 1 (High),60614,5/9/2014,Canvass,41.9200805,-87.66248017,"(41.920080499210265, -87.66248016891137)",Fail
ST.NICHOLAS OF TOLENTINE,School,Risk 1 (High),60629,5/9/2014,Canvass,41.78046018,-87.71709364,"(41.780460183026975, -87.71709364131186)",Pass
"A.S.O. FOOD MARKET, INC.",Grocery Store,Risk 2 (Medium),60612,5/9/2014,Canvass,41.88116001,-87.69893043,"(41.8811600061328, -87.69893042924681)",Pass
MONTESSORI SCHOOL OF ENGLEWOOD,School,Risk 1 (High),60636,5/9/2014,Canvass,41.76567297,-87.66976455,"(41.7656729721242, -87.66976454806728)",Pass
DURKIN ELEMENTARY,School,Risk 2 (Medium),60652,5/9/2014,Canvass,41.73886352,-87.72991927,"(41.73886352135925, -87.7299192666821)",Fail
THE CHICAGO HIGH SCHOOL FOR THE ARTS,School,Risk 1 (High),60616,5/9/2014,Canvass,41.83109008,-87.61364086,"(41.83109008041188, -87.61364086171423)",Pass
Carver Primary/WHEATLEY/CARVER C.P.C.,School,Risk 2 (Medium),60827,5/9/2014,Canvass,41.65367428,-87.59952683,"(41.653674275065164, -87.59952683280298)",Pass
HERON VALLEY JERK CHICKEN,Restaurant,Risk 1 (High),60628,5/9/2014,Canvass,41.7072122,-87.61336681,"(41.707212200212126, -87.61336681197594)",Out of Business
CHILOECHELA RESTAURANT,Restaurant,Risk 1 (High),60639,5/9/2014,Canvass,41.90970026,-87.73196604,"(41.90970025525388, -87.73196603723905)",Fail
CAFE SELMARIE,Restaurant,Risk 1 (High),60625,5/9/2014,Canvass,41.9674066,-87.68761642,"(41.96740659751604, -87.68761642361608)",Pass
Holmes,School,Risk 1 (High),60621,5/9/2014,Canvass,41.79376044,-87.64977785,"(41.793760443682956, -87.64977785113672)",Pass
SOL CROWN COMMUNITY ACADEMY,School,Risk 1 (High),60623,5/9/2014,Canvass,41.85266155,-87.7125068,"(41.85266154967836, -87.71250679904112)",Pass
Hubbard (H/S),School,Risk 1 (High),60629,5/9/2014,Canvass,41.78050763,-87.71804991,"(41.78050763139243, -87.71804991421214)",Pass
IMMACULATE CONCEPTION,School,Risk 2 (Medium),60617,5/9/2014,Canvass,41.73619955,-87.55264455,"(41.73619954540329, -87.55264455369914)",Pass
Ugly Mug Cafe,Restaurant,Risk 2 (Medium),60642,5/9/2014,Canvass,41.89622326,-87.66472119,"(41.896223263877324, -87.66472118728599)",Pass w/ Conditions
3 JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,Restaurant,Risk 1 (High),60628,5/9/2014,License,41.7072122,-87.61336681,"(41.707212200212126, -87.61336681197594)",Pass
EBINGER ELEMENTARY SCHOOL,School,Risk 1 (High),60631,5/9/2014,Canvass,42.00443557,-87.81116435,"(42.00443557338257, -87.81116434687875)",Fail
SWIFT  ELEMENTARY SCHOOL,School,Risk 1 (High),60660,5/9/2014,Canvass Re-Inspection,41.98915734,-87.65833342,"(41.98915734238827, -87.65833342161731)",Pass
Christopher School,School,Risk 1 (High),60632,5/9/2014,Canvass Re-Inspection,41.8016744,-87.68564411,"(41.80167440247965, -87.68564410905982)",Pass
RAMIREZ FAST FOOD,Restaurant,Risk 1 (High),60622,5/9/2014,Canvass,41.89088178,-87.66640917,"(41.89088178023672, -87.66640916519835)",Pass w/ Conditions
ST  SYLVESTER SCHOOL,School,Risk 1 (High),60647,5/9/2014,Canvass,41.92058445,-87.70331315,"(41.92058445240243, -87.70331314939408)",Pass
ST FRANCIS BORGIA,School,Risk 1 (High),60634,5/9/2014,Canvass,41.94408767,-87.8288843,"(41.94408767305611, -87.82888429771069)",Pass
CRIO,Restaurant,Risk 1 (High),60614,5/9/2014,Canvass Re-Inspection,41.92698538,-87.67210268,"(41.92698538037725, -87.67210268081504)",Pass
AYMAN FOOD MARKET,Grocery Store,Risk 3 (Low),60644,5/8/2014,Canvass,41.89142316,-87.74582767,"(41.89142315631106, -87.74582767466832)",Pass
PHIL MART ONE STOP SHOP,CONVENIENCE STORE,Risk 3 (Low),60645,5/8/2014,License Re-Inspection,42.01658403,-87.69035366,"(42.016584026724644, -87.69035366239923)",Pass
HENRY O. TANNER ELEMENTARY,School,Risk 1 (High),60619,5/8/2014,Canvass Re-Inspection,41.76069854,-87.60682834,"(41.760698539918074, -87.60682834359703)",Pass
MASALA,Restaurant,Risk 1 (High),60640,5/8/2014,Canvass,41.97342006,-87.65508564,"(41.97342006256912, -87.65508564145216)",Out of Business
"THE KARCZMA CAFE, INC.",Restaurant,Risk 1 (High),60656,5/8/2014,License,41.96421158,-87.83683737,"(41.96421158016989, -87.83683736522617)",No Entry
THE ORIGINAL MAMAMIAS PIZZERIA,Restaurant,Risk 1 (High),60656,5/8/2014,Canvass,41.96415807,-87.83683755,"(41.96415807203445, -87.83683754944124)",Out of Business
RESTAURANT 2 AMIGOS,Restaurant,Risk 1 (High),60647,5/8/2014,Complaint,41.92323195,-87.69811165,"(41.92323194881105, -87.69811165074397)",Pass
THE ORIGINAL MAMA MIAS,Restaurant,Risk 1 (High),60656,5/8/2014,License,41.96415807,-87.83683755,"(41.96415807203445, -87.83683754944124)",Pass
TACO BELL #30404,Restaurant,Risk 1 (High),60661,5/8/2014,License,41.88199434,-87.63975868,"(41.88199433820508, -87.6397586848809)",Fail
OUTDOOR CAFE,Restaurant,Risk 2 (Medium),60659,5/8/2014,Canvass,41.98293113,-87.71115251,"(41.98293113357383, -87.71115251272501)",Pass
HAUTE SAUSAGE,Restaurant,Risk 1 (High),60606,5/8/2014,Canvass Re-Inspection,41.87721319,-87.63504063,"(41.877213192248085, -87.63504062830523)",Pass
HACKNEY'S PRINTERS' ROW,Restaurant,Risk 1 (High),60605,5/8/2014,Canvass,41.87273361,-87.62899897,"(41.872733608439034, -87.62899896919282)",Fail
METROPOLITAN ASIAN FAMILY SERVICES,Golden Diner,Risk 1 (High),60645,5/8/2014,Canvass,42.01870077,-87.69003572,"(42.0187007685644, -87.69003571869439)",Pass
Youmax Food & Liquor,Grocery Store,Risk 3 (Low),60659,5/8/2014,Complaint,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)",Fail
ANTOJITOS MEXICANOS,Restaurant,Risk 1 (High),60626,5/8/2014,Canvass,42.00678208,-87.6735975,"(42.00678208236227, -87.67359749944175)",Out of Business
FONDA DONA CHIO,Restaurant,Risk 1 (High),60626,5/8/2014,License Re-Inspection,42.00678208,-87.6735975,"(42.00678208236227, -87.67359749944175)",Pass
"MEZZA GRILLED WRAPS AND PITA, INC",Restaurant,Risk 1 (High),60606,5/8/2014,Canvass,41.88197705,-87.63887584,"(41.88197704758362, -87.63887583987513)",Pass
KAWAYAN LLC,Restaurant,Risk 1 (High),60630,5/8/2014,License,41.96939422,-87.76188717,"(41.96939422175831, -87.76188717239603)",Pass
TREASURE ISLAND FOODS INC,Grocery Store,Risk 1 (High),60610,5/8/2014,Canvass,41.90302614,-87.63134877,"(41.90302613678393, -87.6313487721985)",Pass w/ Conditions
BLACKIE'S,Restaurant,Risk 1 (High),60605,5/8/2014,Canvass,41.87236137,-87.6304672,"(41.872361365803386, -87.63046720465887)",Pass
CHILANGO,Restaurant,Risk 1 (High),60607,5/8/2014,License,41.86920558,-87.66316445,"(41.86920557896201, -87.66316444738325)",Fail
SMAKOSZ INC,Restaurant,Risk 1 (High),60630,5/8/2014,License,41.96766365,-87.76825902,"(41.96766364582441, -87.768259022714)",Fail
P J CLARKE'S,Restaurant,Risk 1 (High),60610,5/8/2014,Canvass,41.90409273,-87.62882709,"(41.90409272602859, -87.62882708628075)",Fail
FIRST ZABIHA MEAT BAZAAR,Grocery Store,Risk 2 (Medium),60659,5/8/2014,Canvass,41.99740137,-87.70238538,"(41.99740137039031, -87.70238538227812)",Pass
SUBWAY,Restaurant,Risk 1 (High),60639,5/8/2014,Canvass,41.91693929,-87.73594733,"(41.9169392924408, -87.73594733406117)",Pass w/ Conditions
"SENSATIONAL BITES, INC",Bakery,Risk 1 (High),60613,5/8/2014,Canvass,41.95034913,-87.66396116,"(41.95034913354049, -87.66396116151019)",Pass
REGGIES,Restaurant,Risk 1 (High),60616,5/8/2014,Canvass,41.8539455,-87.62695927,"(41.85394549994518, -87.62695926546962)",Pass
MY SWEET STATION INC,Restaurant,Risk 1 (High),60614,5/8/2014,License,41.92757678,-87.65152817,"(41.92757677830966, -87.65152817242594)",Fail
MICHAEL'S WINE & SPIRITS,Liquor,Risk 3 (Low),60607,5/8/2014,License,41.86919369,-87.66385804,"(41.869193690928114, -87.66385804474116)",Fail
SMAKOSZ  RESTAURANT AND LOUNGE,Restaurant,Risk 1 (High),60630,5/8/2014,Canvass,41.96766365,-87.76825902,"(41.96766364582441, -87.768259022714)",Out of Business
THE FRONTIER,Restaurant,Risk 1 (High),60642,5/8/2014,Canvass,41.90128364,-87.66348362,"(41.90128364339324, -87.66348362488465)",Pass w/ Conditions
Rockit Bar & Grill,Restaurant,Risk 1 (High),60610,5/8/2014,Complaint,41.89016137,-87.62884924,"(41.89016136574744, -87.62884924184334)",Pass w/ Conditions
HAROLDS CHICKEN #2,Restaurant,Risk 2 (Medium),60637,5/8/2014,Complaint,41.7779982,-87.60573012,"(41.77799819601639, -87.60573012143782)",Fail
BEST BBQ,Restaurant,Risk 1 (High),60643,5/8/2014,Complaint,41.68489261,-87.66364029,"(41.684892605819506, -87.6636402929156)",Pass w/ Conditions
HONEYBAKED HAM,Restaurant,Risk 1 (High),60652,5/8/2014,Canvass,41.74408055,-87.74103846,"(41.74408055109942, -87.74103846128409)",Pass
MOSHE' S NEW YORK KOSHER SAUSAG,Grocery Store,Risk 2 (Medium),60659,5/8/2014,Canvass,41.99762587,-87.7021401,"(41.99762587271851, -87.70214009720418)",Out of Business
BARBARA ANN'S BARBE-QUE INC.,Restaurant,Risk 1 (High),60619,5/8/2014,Complaint Re-Inspection,41.75621543,-87.60518239,"(41.75621542554673, -87.60518239377532)",Pass
LAS ISLAS MARIAS,Restaurant,Risk 1 (High),60707,5/8/2014,Canvass Re-Inspection,41.9237502,-87.78988086,"(41.92375020104243, -87.78988085962634)",Fail
FIRST DRAFT,Restaurant,Risk 1 (High),60605,5/8/2014,License Re-Inspection,41.87360829,-87.63050029,"(41.873608285143355, -87.63050028599581)",Pass
NARYS GRILL & PIZZA,Restaurant,Risk 1 (High),60632,5/8/2014,Canvass,41.81659663,-87.70039261,"(41.81659663170266, -87.70039260516799)",Fail
EDIBLE ARRANGEMENTS,Grocery Store,Risk 2 (Medium),60641,5/8/2014,Complaint,41.95343256,-87.73686087,"(41.9534325550446, -87.73686087009168)",Pass
LITO'S EMPANADAS II LLC,Restaurant,Risk 1 (High),60607,5/8/2014,Canvass,41.86920558,-87.66316445,"(41.86920557896201, -87.66316444738325)",Fail
THE PARK GRILL,Restaurant,Risk 1 (High),60602,5/8/2014,Complaint,41.88238074,-87.62422863,"(41.882380740887285, -87.62422863136193)",Pass w/ Conditions
LEONA'S PIZZERIA,Restaurant,Risk 1 (High),60622,5/8/2014,Complaint,41.89967742,-87.67616546,"(41.89967742177683, -87.67616546314169)",Pass w/ Conditions
MASALA INDIAN AND  MEDITERRANEAN CORP,Restaurant,Risk 1 (High),60640,5/8/2014,License,41.97342006,-87.65508564,"(41.97342006256912, -87.65508564145216)",Pass
SPENCER'S JOLLY POSH FOODS,Restaurant,Risk 1 (High),60613,5/8/2014,License,41.95045847,-87.66396416,"(41.95045847281244, -87.66396415892734)",Pass
POSOLERIA DONA ESTHER,Restaurant,Risk 1 (High),60629,5/8/2014,Canvass,41.78613073,-87.70386322,"(41.786130727, -87.70386322007782)",Out of Business
STEAK & EGGER,Restaurant,Risk 1 (High),60608,5/8/2014,Complaint,41.85260827,-87.6559632,"(41.852608269755734, -87.65596319826747)",Pass w/ Conditions
PORK SHOPPE,Restaurant,Risk 1 (High),60618,5/8/2014,Canvass,41.93928538,-87.69733595,"(41.93928538446442, -87.69733595145591)",Pass
SMAKOSZ INC,Restaurant,Risk 1 (High),60630,5/8/2014,License,41.96766365,-87.76825902,"(41.96766364582441, -87.768259022714)",Fail
REGGIE'S BAR & GRILL,Restaurant,Risk 1 (High),60616,5/8/2014,Canvass,41.85406377,-87.62696054,"(41.85406376900946, -87.6269605360631)",Pass w/ Conditions
JIMMY JOHNS,Restaurant,Risk 1 (High),60606,5/8/2014,Complaint,41.88197705,-87.63887584,"(41.88197704758362, -87.63887583987513)",Pass w/ Conditions
TU BOTANA CORP.,School,Risk 2 (Medium),60629,5/8/2014,License Re-Inspection,41.78613073,-87.70386322,"(41.786130727, -87.70386322007782)",Pass
SPENCER'S JOLLY POSH FOODS,Restaurant,Risk 1 (High),60613,5/8/2014,License,41.95045847,-87.66396416,"(41.95045847281244, -87.66396415892734)",Pass
JTA SCHOOLS,Daycare Above and Under 2 Years,Risk 1 (High),60605,5/8/2014,License,41.87463443,-87.6304184,"(41.87463443306632, -87.63041839574807)",Fail
THE MARKET PLACE FOODSTORE,Grocery Store,Risk 1 (High),60614,5/8/2014,Complaint,41.93274396,-87.64221885,"(41.93274395710293, -87.64221884518899)",Fail
TANPOPO,Restaurant,Risk 1 (High),60659,5/8/2014,Canvass,41.98450761,-87.69722674,"(41.98450761309772, -87.69722674280237)",Out of Business
ST HILARY ELEMENTARY SCHOOL,School,Risk 1 (High),60659,5/8/2014,Canvass,41.98358236,-87.69810661,"(41.98358235891382, -87.69810660694358)",Pass
FIVE FACES ICE CREAM SHOP INC,Restaurant,Risk 1 (High),60610,5/8/2014,Canvass,41.90404478,-87.6290831,"(41.90404478311085, -87.62908309648803)",Pass w/ Conditions
ST. PAUL LUTHERAN SCHOOL,School,Risk 1 (High),60651,5/8/2014,Canvass,41.89618014,-87.77045491,"(41.896180142630186, -87.77045490750795)",Pass w/ Conditions
JANE ADDAMS ELEMENTARY,School,Risk 1 (High),60617,5/8/2014,Canvass,41.69871497,-87.53301251,"(41.69871496816594, -87.53301250518821)",Pass w/ Conditions
LA ISLA PEQUENA RESTAURANT,Restaurant,Risk 1 (High),60639,5/8/2014,Canvass,41.90973595,-87.72927347,"(41.90973594998965, -87.72927346612649)",Fail
SANDOVAL,School,Risk 1 (High),60629,5/8/2014,Canvass,41.79235177,-87.71102417,"(41.792351773241066, -87.71102416916331)",Pass
BENJAMIN E MAYS ACADEMY,School,Risk 1 (High),60621,5/8/2014,Canvass,41.77275433,-87.63729464,"(41.77275433457042, -87.6372946372389)",Pass
Banneker,School,Risk 1 (High),60621,5/8/2014,Canvass,41.77275433,-87.63729464,"(41.77275433457042, -87.6372946372389)",Out of Business
BROTHER RICE HIGH SCHOOL,School,Risk 1 (High),60655,5/8/2014,Canvass,41.71125823,-87.72093947,"(41.71125823220511, -87.72093947340284)",Pass
MAYS ELEMENTARY,School,Risk 1 (High),60621,5/8/2014,Canvass,41.77256081,-87.64612737,"(41.772560806756225, -87.64612736540298)",Out of Business
"KC'S ACADEMY OF EARLY CHILDHOOD EDUCATION, INC.",Daycare (Under 2 Years),Risk 1 (High),60613,5/8/2014,License,41.95261467,-87.65119528,"(41.95261467427566, -87.6511952798407)",Fail
LAZARO CARDENAS BRANCH,School,Risk 1 (High),60623,5/8/2014,Canvass,41.84777119,-87.71503378,"(41.84777119081383, -87.71503378052142)",Pass w/ Conditions
TABERNACLE CHRISTIAN ACADEMY,School,Risk 1 (High),60643,5/8/2014,Canvass,41.69484344,-87.65351509,"(41.69484344211779, -87.65351509376782)",Fail
NIGHTINGALE ELEMENTARY,School,Risk 1 (High),60632,5/8/2014,Canvass,41.79774019,-87.68917624,"(41.79774018818434, -87.68917624450235)",Pass
RPM STEAK,Restaurant,Risk 1 (High),60654,5/8/2014,License,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)",Pass
"COURTWAY RESTAURANT, L.L.C.",Restaurant,Risk 1 (High),60603,5/8/2014,Canvass,41.88115309,-87.6321957,"(41.88115309380635, -87.63219570286168)",Out of Business
CARRIBEAN COVE RESTAURANT,Restaurant,Risk 1 (High),60619,5/8/2014,Complaint,41.74863,-87.61504931,"(41.74863000171703, -87.61504931073618)",Fail
AZUCAR,Bakery,Risk 1 (High),60618,5/8/2014,Canvass,41.93915568,-87.71313963,"(41.93915568039779, -87.71313962631449)",Pass
CRAZY CALABRESE,Restaurant,Risk 1 (High),60634,5/8/2014,Canvass,41.94124214,-87.80700926,"(41.941242141901604, -87.80700925680553)",Fail
"WARD, JAMES",School,Risk 1 (High),60616,5/8/2014,Canvass,41.84395162,-87.63531815,"(41.84395162027452, -87.63531815399789)",Pass
TOZI RESTAURANT,Restaurant,Risk 1 (High),60642,5/8/2014,Complaint,41.90485662,-87.6685902,"(41.90485662426528, -87.66859020422658)",Fail
CHICAGO DINER LOGAN SQUARE,Restaurant,Risk 1 (High),60647,5/8/2014,Canvass,41.92369526,-87.69840855,"(41.92369525519357, -87.69840855071608)",Pass
RPM STEAK,Restaurant,Risk 1 (High),60654,5/8/2014,License,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)",Pass
THEODORE HERZL ELEMENTARY SCHOOL/CPC,School,Risk 1 (High),60623,5/8/2014,Canvass,41.86205108,-87.7200236,"(41.862051075905114, -87.72002360223722)",Pass w/ Conditions
AZTECA INC,Restaurant,Risk 1 (High),60641,5/8/2014,Canvass,41.95459485,-87.74902854,"(41.954594849150155, -87.74902853539585)",Pass
RPM STEAK,Restaurant,Risk 1 (High),60654,5/8/2014,License,41.88932859,-87.63054785,"(41.889328593566596, -87.63054785095315)",Pass
D'AGOSTINOS PIZZA,Restaurant,Risk 1 (High),60613,5/8/2014,Canvass,41.9469642,-87.6636616,"(41.94696420186995, -87.6636616004036)",Pass
Pasteur,School,Risk 1 (High),60629,5/8/2014,Canvass,41.78688968,-87.73262962,"(41.786889681301254, -87.7326296227354)",Pass
MR. POLLO,Restaurant,Risk 1 (High),60618,5/8/2014,Canvass,41.93946745,-87.70381062,"(41.93946745056518, -87.70381061827938)",Pass
EWDUARD CORPORATION,Restaurant,Risk 1 (High),60640,5/8/2014,Canvass Re-Inspection,41.97249905,-87.66394438,"(41.97249905197905, -87.66394437854046)",Pass
ARAMARK SERVICES @ HARRIS BANK,Restaurant,Risk 1 (High),60603,5/8/2014,Canvass,41.88058227,-87.63120101,"(41.88058226633408, -87.63120100893529)",Pass
DAPPER'S EAST RESTAURANT,Restaurant,Risk 1 (High),60618,5/8/2014,Canvass,41.94655283,-87.70053577,"(41.94655282616904, -87.700535765616)",Pass
THEODORE HERZL ELEMENTARY SCHOOL,School,Risk 1 (High),60623,5/8/2014,Canvass,41.86225473,-87.71825927,"(41.86225472838262, -87.71825926818669)",Fail
LA SALLE LANGUAGE ACADEMY,School,Risk 1 (High),60614,5/8/2014,Canvass,41.9138823,-87.63760107,"(41.91388230404145, -87.63760107294058)",Pass
ARAMARK SERVICES  INC-  HARRIS BANK,Restaurant,Risk 1 (High),60603,5/8/2014,Canvass,41.88058227,-87.63120101,"(41.88058226633408, -87.63120100893529)",Pass
The Scoop Neveria,Restaurant,Risk 2 (Medium),60639,5/8/2014,Canvass,41.90973039,-87.72969327,"(41.90973038885501, -87.72969327398316)",Fail
"SHERIDAN, M. MAGNET",School,Risk 1 (High),60616,5/8/2014,Canvass,41.84437293,-87.64131399,"(41.844372928367314, -87.64131399337103)",Pass
